Title,Artist,Song ID,Streams,Chart Date
Ma Gazelle,"Salma Rachid, Mok Saib",2VEowykJL5Xicj2YdRekYS,4930,2019-12-27
Méchant,"Niska, Ninho",75bVc27bDSOAhMAL38cXpV,4915,2019-12-27
Hola Señorita,"GIMS, Maluma",5vLEmh5EolySKTvXsyWSOg,4908,2019-12-27
Happier,"Marshmello, Bastille",2dpaYNEQHiRxtZbfNsse99,4904,2019-12-27
كزابلنكا,Saad Lamjarred,5Jzss6xqzVPGTxTUbNqtZY,4878,2019-12-27
Ma femme,Mok Saib,1X0mhWtlxwXTnnb1GsHfEJ,4856,2019-12-27
7elmet Ado 4,ElGrandeToto,0lIBuKdkNrf1jVSwfMpVEG,39297,2020-01-03
Dance Monkey,Tones And I,1rgnBhdG2JDFTbYkYRZAku,36165,2020-01-03
Falling,Trevor Daniel,4TnjEaWOeW0eKTKIEvJyCa,26810,2020-01-03
Alach Ya Lil,Hatim Ammor,6j1Y4fr04M40b6gwnPrM9N,24945,2020-01-03
Yummy,Justin Bieber,41L3O37CECZt3N7ziG2z7l,21836,2020-01-03
OK BB,Lbenj,1Nyh4t2z67Lp7kiTDccWtu,21345,2020-01-03
Ghdara,Lbenj,4dubObJligmxslR7v5R6o6,19904,2020-01-03
الغربة,Mok Saib,5VgTMdVuG2x5aZhZSW118r,19782,2020-01-03
ROXANNE,Arizona Zervas,696DnlkuDOXcMAnKlTgXXK,19730,2020-01-03
Cargoo,SecondT3,0RwjnVdmSxzQ9ZNWThkATq,19585,2020-01-03
Wouli Liya,"Dadju, Kaly, Soolking, Aymane Serhani",3I7MRe6fdlZX3GQxSNT88k,18622,2020-01-03
Salam,Saad Lamjarred,67BBC30YX6nwugVuUOWEHH,17300,2020-01-03
Mali Yana,Ayoub Africano,3HJdVPapi1uQJsbdzz4akB,16913,2020-01-03
Blinding Lights,The Weeknd,0sf12qNH5qcw8qpgymFOqD,16901,2020-01-03
HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW,16488,2020-01-03
NTA,Manal,1Asv77Jhpw1FA6YjA5wwuV,16234,2020-01-03
